0, 32
1, 20
2, 7
3, 3
4, 1
5, 2
6, 2
9, 5
10, 17
11, 6
12, 4
13, 5
14, 1
17, 5
18, 1
19, 11
20, 2
21, 3
22, 1
23, 2
24, 1
25, 2
27, 2
28, 2
29, 6
30, 2
32, 2
33, 1
36, 4
37, 3
38, 2
39, 2
40, 2
41, 1
42, 1
43, 1
44, 1
46, 2
47, 3
48, 2
49, 3
50, 4
51, 3
52, 5
53, 1
54, 1
55, 1
56, 3
57, 1
59, 2
60, 1
61, 2
62, 2
68, 2
69, 2
70, 3
71, 2
72, 1
74, 1
75, 1
77, 3
82, 1
83, 2
84, 1
86, 1
88, 1
90, 1
99, 1
101, 2
106, 1
108, 1
109, 1
110, 1
111, 1
114, 1
116, 1
119, 1
122, 1
130, 1
131, 1
132, 2
133, 1
136, 1
140, 1
141, 1
145, 1
150, 1
151, 1
153, 3
174, 2
180, 1
192, 2
194, 1
195, 1
201, 2
207, 1
208, 1
209, 1
213, 1
214, 1
221, 2
224, 1
234, 1
237, 1
245, 1
259, 1
271, 1
276, 1
279, 1
282, 1
287, 1
296, 2
299, 1
308, 1
310, 1
313, 1
321, 1
326, 1
346, 1
351, 1
355, 1
377, 1
380, 1
402, 2
403, 1
406, 1
467, 1
468, 1
479, 1
512, 1
550, 1
554, 1
576, 1
589, 1
621, 1
655, 1
687, 1
745, 1
821, 1
825, 1
968, 1
1178, 1
1186, 1
1938, 1
2384, 1
2930, 1
3170, 1
avg, 121.476
perc, 51.3734
