1, 268
2, 633
3, 295
4, 199
5, 160
6, 94
7, 51
8, 56
9, 140
10, 458
11, 418
12, 193
13, 116
14, 120
15, 65
16, 36
17, 44
18, 19
19, 72
20, 72
21, 53
22, 52
23, 46
24, 106
25, 22
26, 19
27, 11
28, 20
29, 21
30, 24
31, 31
32, 22
33, 17
34, 21
35, 10
36, 10
37, 18
38, 12
39, 5
40, 13
41, 7
42, 4
43, 14
44, 8
45, 4
46, 3
47, 3
48, 6
49, 4
50, 5
51, 2
52, 4
53, 9
54, 7
55, 4
56, 6
57, 4
58, 6
59, 3
60, 2
61, 2
62, 4
63, 1
64, 2
65, 1
66, 6
67, 3
68, 3
69, 3
70, 1
71, 1
72, 1
75, 4
76, 1
77, 3
78, 2
79, 2
80, 2
81, 2
82, 2
83, 1
84, 1
85, 1
87, 1
90, 3
92, 1
94, 2
95, 1
98, 1
99, 3
100, 1
101, 2
102, 1
107, 1
109, 2
110, 1
113, 1
120, 1
138, 1
152, 2
153, 1
154, 1
158, 1
161, 1
163, 1
165, 1
173, 1
175, 1
184, 1
185, 1
193, 1
194, 1
196, 1
235, 1
262, 1
301, 1
307, 1
321, 1
339, 1
355, 1
461, 1
578, 1
avg, 2.5284
