1, 4
2, 11
3, 3
4, 1
5, 1
7, 1
9, 1
10, 1
11, 1
12, 1
13, 1
14, 2
15, 2
16, 1
17, 1
18, 2
20, 2
21, 2
23, 1
25, 1
26, 1
28, 1
29, 4
30, 1
32, 1
33, 1
36, 1
37, 1
38, 1
39, 1
41, 1
42, 1
44, 1
45, 1
48, 1
52, 1
53, 2
56, 2
57, 2
60, 3
61, 5
62, 1
63, 2
65, 2
66, 1
67, 1
68, 2
71, 2
72, 1
74, 3
76, 1
77, 1
78, 2
79, 1
80, 2
81, 1
82, 1
85, 1
89, 1
90, 2
91, 1
92, 2
95, 4
96, 1
101, 2
102, 1
104, 2
107, 1
109, 2
113, 1
116, 1
117, 1
119, 1
120, 2
124, 1
126, 1
127, 2
129, 2
131, 1
138, 1
140, 1
146, 1
147, 1
149, 1
152, 1
153, 1
154, 1
155, 2
156, 1
161, 1
166, 1
168, 1
170, 1
179, 1
189, 1
195, 1
202, 1
207, 1
226, 1
248, 1
252, 1
253, 1
257, 1
261, 1
265, 1
278, 1
283, 2
285, 1
303, 1
317, 1
337, 1
339, 1
343, 1
344, 2
345, 1
349, 1
361, 1
373, 1
387, 1
413, 1
426, 1
430, 1
451, 1
468, 1
485, 1
487, 1
512, 1
528, 1
611, 1
623, 1
645, 1
652, 1
657, 1
672, 1
676, 1
711, 1
739, 1
786, 1
828, 1
890, 1
1012, 1
1014, 1
1319, 1
1666, 1
1670, 1
1804, 1
1880, 1
4184, 1
4300, 1
9112, 1
avg, 268.926
