0, 2095
1, 477
2, 104
3, 75
4, 15
5, 28
6, 15
7, 16
8, 11
9, 7
10, 1
11, 1
14, 2
16, 1
20, 2
27, 1
avg, 0.0501578
perc, 4.50678
