1, 11
2, 13
3, 8
4, 1
5, 4
6, 3
7, 2
8, 3
9, 8
10, 4
11, 3
12, 3
13, 1
14, 3
15, 5
16, 1
17, 1
18, 3
19, 3
20, 1
21, 2
22, 4
23, 2
24, 2
25, 2
26, 4
27, 7
28, 2
29, 3
30, 3
31, 3
32, 6
33, 8
34, 1
35, 2
36, 4
37, 1
38, 1
40, 1
41, 5
44, 3
45, 1
46, 4
47, 1
49, 1
50, 1
51, 2
52, 1
54, 1
55, 1
56, 3
58, 2
59, 1
61, 1
62, 1
64, 1
65, 3
68, 1
69, 1
70, 2
71, 1
72, 2
74, 1
75, 1
76, 1
78, 1
82, 2
83, 1
84, 1
85, 1
87, 1
91, 1
94, 1
96, 1
97, 1
102, 2
104, 1
105, 1
107, 1
108, 1
109, 1
113, 1
127, 2
129, 1
132, 1
133, 1
136, 2
152, 3
156, 1
165, 1
168, 1
174, 1
182, 1
203, 1
213, 1
214, 1
219, 1
229, 1
232, 1
280, 1
303, 1
318, 1
337, 1
347, 1
354, 1
376, 1
385, 1
391, 1
400, 1
424, 1
650, 1
1421, 1
1980, 1
2174, 1
avg, 71.9156
perc, 52.6049
