1, 7
2, 21
3, 4
4, 4
5, 3
7, 1
8, 2
9, 3
10, 7
11, 2
12, 3
13, 3
14, 4
15, 3
16, 2
17, 3
18, 2
19, 3
20, 4
21, 8
22, 2
23, 3
24, 1
25, 2
26, 6
28, 3
29, 2
30, 1
31, 2
32, 1
33, 1
35, 3
36, 3
37, 3
38, 1
39, 1
40, 3
42, 1
43, 1
45, 2
47, 2
48, 3
49, 1
50, 1
51, 1
52, 5
53, 1
54, 1
55, 2
56, 2
57, 3
58, 3
59, 1
60, 3
61, 1
62, 3
63, 2
64, 2
65, 1
66, 3
68, 2
69, 4
71, 2
74, 3
77, 2
78, 1
79, 3
80, 2
83, 2
84, 2
87, 1
88, 2
91, 1
92, 2
93, 1
94, 1
97, 1
98, 1
100, 1
102, 3
103, 1
104, 1
105, 2
107, 1
108, 1
110, 1
111, 1
113, 1
114, 2
115, 1
116, 1
118, 1
123, 1
124, 2
132, 3
133, 1
134, 1
135, 1
136, 1
139, 1
140, 1
148, 1
149, 1
150, 1
151, 1
152, 1
154, 1
157, 1
160, 2
161, 1
164, 1
168, 1
170, 1
171, 1
172, 1
174, 1
176, 1
178, 1
180, 1
182, 1
184, 1
185, 1
191, 1
194, 1
197, 1
198, 1
201, 1
206, 1
207, 1
222, 1
227, 1
231, 1
233, 1
235, 1
237, 1
258, 1
264, 1
279, 2
280, 1
282, 1
292, 1
312, 1
324, 2
350, 1
353, 1
357, 1
361, 1
367, 1
385, 1
389, 1
400, 1
407, 1
415, 1
430, 1
439, 1
443, 1
448, 1
455, 1
456, 1
481, 1
499, 1
501, 1
510, 1
523, 1
583, 1
615, 1
629, 1
731, 1
773, 1
861, 1
865, 1
1137, 1
1678, 1
2168, 1
3052, 1
3583, 1
avg, 129.195
