1, 417
2, 1278
3, 919
4, 639
5, 471
6, 313
7, 210
8, 201
9, 202
10, 134
11, 141
12, 102
13, 80
14, 62
15, 73
16, 56
17, 38
18, 48
19, 29
20, 26
21, 32
22, 27
23, 18
24, 31
25, 29
26, 25
27, 12
28, 14
29, 11
30, 9
31, 14
32, 7
33, 3
34, 6
35, 10
36, 10
37, 11
38, 7
39, 3
40, 13
41, 9
42, 6
43, 6
44, 1
45, 6
46, 3
47, 6
48, 4
49, 4
50, 3
51, 1
52, 3
53, 2
54, 3
56, 2
57, 3
58, 2
60, 3
61, 1
62, 1
63, 3
64, 1
66, 1
67, 1
68, 2
69, 2
71, 1
73, 1
77, 3
79, 2
91, 1
92, 2
93, 2
99, 2
100, 3
110, 1
117, 1
118, 1
119, 1
129, 1
136, 1
140, 1
145, 1
148, 1
158, 2
163, 1
167, 1
169, 1
189, 1
192, 1
203, 1
248, 1
254, 1
312, 1
339, 1
363, 1
avg, 1.18482
