1, 410
2, 848
3, 397
4, 256
5, 247
6, 514
7, 529
8, 308
9, 204
10, 177
11, 115
12, 106
13, 85
14, 73
15, 74
16, 97
17, 87
18, 36
19, 34
20, 26
21, 36
22, 27
23, 18
24, 23
25, 13
26, 21
27, 20
28, 16
29, 7
30, 22
31, 8
32, 6
33, 9
34, 7
35, 8
36, 3
37, 9
38, 3
39, 8
40, 7
41, 4
42, 5
43, 5
44, 2
45, 3
46, 2
47, 3
48, 3
49, 1
50, 4
51, 2
52, 2
53, 3
54, 2
56, 3
57, 1
58, 3
59, 2
60, 1
62, 1
63, 1
64, 3
69, 1
74, 1
75, 1
76, 1
80, 1
81, 2
82, 1
83, 1
88, 2
92, 1
100, 1
103, 1
115, 1
116, 1
123, 1
127, 1
149, 1
192, 1
195, 1
215, 1
241, 1
251, 1
270, 1
356, 1
455, 1
avg, 1.15973
