0, 2676
1, 623
2, 144
3, 92
4, 24
5, 32
6, 18
7, 18
8, 18
9, 8
10, 5
11, 2
12, 1
14, 2
16, 1
17, 1
20, 1
21, 1
37, 1
40, 1
avg, 0.0662306
perc, 5.63021
