0, 32
1, 20
2, 7
3, 3
4, 1
5, 6
6, 19
7, 6
8, 4
9, 6
10, 2
11, 10
12, 2
13, 8
14, 1
15, 4
16, 3
17, 8
18, 2
19, 1
20, 5
21, 4
22, 2
23, 2
24, 3
25, 1
26, 3
27, 3
28, 3
29, 3
30, 4
31, 4
32, 7
33, 2
34, 1
35, 3
36, 2
37, 2
38, 2
40, 2
41, 2
42, 3
43, 3
45, 3
46, 2
47, 2
48, 1
50, 1
52, 2
54, 1
57, 1
59, 1
61, 1
62, 1
64, 1
65, 1
66, 2
67, 1
68, 1
70, 1
74, 1
75, 1
76, 1
77, 1
79, 1
80, 2
81, 1
84, 1
85, 1
86, 1
87, 1
89, 2
93, 1
102, 2
104, 1
110, 1
111, 1
112, 2
117, 2
120, 1
121, 1
122, 1
123, 1
128, 1
129, 3
134, 1
137, 1
141, 1
147, 1
155, 1
156, 1
159, 1
162, 1
163, 1
168, 1
171, 1
172, 1
176, 1
181, 2
182, 1
194, 1
198, 1
203, 1
211, 1
212, 1
217, 1
226, 1
227, 1
230, 1
246, 1
267, 1
272, 1
275, 1
304, 1
310, 1
314, 1
328, 1
333, 1
361, 1
375, 1
391, 1
417, 1
473, 1
477, 1
544, 1
674, 1
678, 1
1090, 1
1336, 1
1666, 1
1802, 1
avg, 69.0351
perc, 42.6521
